"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 17 10:31:56 IST 2025","Thu Jul 17 10:32:50 IST 2025","53935","","Retrieving the BinderClips from Inkarto","","Retrieving BinderClips","","Retrieving BinderClips",""
